ID,Department,"Vendor Name","Contract Value","Contract Date","Start Year","End Year","Duration in Years","Value Per Year","Original Value","Number of Amendments",Description,"Original Vendor Name"
dfatd-c873541510-7322181,dfatd,"GLOBAL UPHOLSTERY CO",14911.01,2014-01-04,2014,2014,1,14911.01,14911.01,0,"Other furniture and fixtures including parts","Global Upholstery Co. Inc."
dfatd-c357571510-7322257,dfatd,"ADIRONDACK TECHNOLOGIES",39984.96,2014-01-04,2014,2014,1,39984.96,39984.96,0,"Other furniture and fixtures including parts","Adirondack Technologies"
dfatd-c60321610-7324005,dfatd,PANALPINA,29818.78,2014-01-04,2014,2015,2,14909.39,29818.78,0,"Transportation of things not elsewhere specified","Panalpina Inc."
dfatd-c841551510-7322222,dfatd,"GRAND & TOY",10549.68,2014-01-04,2014,2014,1,10549.68,10549.68,0,"Office and stationers supplies","GRAND & TOY"
dfatd-c82621610-7322476,dfatd,"TAB PRODUCTS OF CANADA",17441.65,2014-01-04,2014,2014,1,17441.65,17441.65,0,"Other furniture and fixtures including parts","TAB Products of Canada Ltd."
dfatd-c26361610-7322615,dfatd,IDN,14989.9,2014-01-04,2014,2014,1,14989.9,14989.9,0,"Other machinery and parts",IDN
dfatd-c49861610-7322618,dfatd,"SMITHS DETECTION MONTREAL",61443.75,2014-01-04,2014,2014,1,61443.75,61443.75,0,"Other equipment and parts","SMITHS DETECTION MONTREAL INC"
dfatd-c6061610-7322612,dfatd,"PRINTERS PLUS",22366.32,2014-01-04,2014,2014,1,22366.32,22366.32,0,"Comp Equip-Desktop/Personal/Portable (Incl parts&p","PRINTERS PLUS"
dfatd-c654291510-7319491,dfatd,"CANADIAN CORPS OF COMMISSIONAIRES",206641.82,2014-01-04,2014,2014,1,206641.82,206641.82,0,"Protection services","COMMISSIONAIRES - OTTAWA"
dfatd-c68571610-7322697,dfatd,"APEX INDUSTRIES",36990,2014-01-04,2014,2014,1,36990,36990,0,"Safety and sanitation equipment and parts","APEX INDUSTRIES INC"
dfatd-c84171610-7322710,dfatd,"APEX INDUSTRIES",229143.33,2014-01-04,2014,2014,1,229143.33,229143.33,0,"Safety and sanitation equipment and parts","APEX INDUSTRIES INC"
dfatd-c435331610-7324087,dfatd,"MCSS INTERNATIONAL",11566.12,2014-01-05,2014,2015,2,5783.06,11566.12,0,"Courier services","MCSS International Inc."
dfatd-c45131610-7322529,dfatd,"QUINTET CONSULTING CORPORATION",107081.63,2014-01-05,2014,2014,1,107081.63,107081.63,0,"Management consulting","QUINTET CONSULTING CORPORATION"
dfatd-c654251610-7323586,dfatd,"CANADIAN CORPS OF COMMISSIONAIRES",16950,2014-01-05,2014,2014,1,16950,16950,0,"Protection services","COMMISSIONAIRES GREAT LAKES"
dfatd-c795111610-7322842,dfatd,"AON REED STENHOUSE",78267.51,2014-02-05,2014,2015,2,39133.755,78267.51,0,"Other business services not elsewhere specified","AON REED STENHOUSE INC."
dfatd-c935111610-7322843,dfatd,"AON REED STENHOUSE",10043.75,2014-02-05,2014,2015,2,5021.875,10043.75,0,"Other business services not elsewhere specified","AON REED STENHOUSE INC."
dfatd-c96691610-7322792,dfatd,"AMITA CORPORATION",57969,2014-02-05,2014,2014,1,57969,57969,0,"Temporary help services","AMITA CORPORATION"
dfatd-c123131610-7322921,dfatd,"FEDERAL EXPRESS CANADA",22600,2014-01-05,2014,2015,2,11300,22600,0,"Courier services","Federal Express Canada Ltd."
dfatd-c154361610-7324237,dfatd,PANALPINA,50326.15,2014-01-05,2014,2015,2,25163.075,50326.15,0,"Transportation of things not elsewhere specified","Panalpina Inc."
dfatd-c295131610-7322924,dfatd,"QUICK MESSENGER SERVICE",15820,2014-01-05,2014,2015,2,7910,15820,0,"Courier services","Quick Messenger service"
dfatd-c607131610-7322939,dfatd,PANALPINA,33252.97,2014-01-05,2014,2015,2,16626.485,33252.97,0,"Transportation of things not elsewhere specified","Panalpina Inc."
dfatd-c248141610-7322985,dfatd,"APEX INDUSTRIES",27931.34,2014-01-05,2014,2014,1,27931.34,27931.34,0,"Safety and sanitation equipment and parts","APEX INDUSTRIES INC"
dfatd-c482161610-7323126,dfatd,"GLOBAL UPHOLSTERY CO",39607.65,2014-01-05,2014,2014,1,39607.65,39607.65,0,"Other furniture and fixtures including parts","Global Upholstery Co. Inc."
dfatd-c638161610-7323139,dfatd,IDN,30746.48,2014-01-05,2014,2014,1,30746.48,30746.48,0,"Other machinery and parts",IDN
dfatd-c873151610-7323106,dfatd,"SMITHS DETECTION MONTREAL",20481.25,2014-01-05,2014,2014,1,20481.25,20481.25,0,"Other equipment and parts","SMITHS DETECTION MONTREAL INC"
dfatd-c248191610-7323286,dfatd,"JANKEL TACTICAL SYSTEMS LLC",180793,2014-12-05,2014,2014,1,180793,180793,0,"Road motor vehicles","Jankel Tactical Systems LLC"
dfatd-c248201610-7323300,dfatd,"JANKEL TACTICAL SYSTEMS LLC",182119,2014-12-05,2014,2014,1,182119,182119,0,"Road motor vehicles","Jankel Tactical Systems LLC"
dfatd-c373191610-7323288,dfatd,"JANKEL TACTICAL SYSTEMS LLC",180693,2014-12-05,2014,2014,1,180693,180693,0,"Road motor vehicles","Jankel Tactical Systems LLC"
dfatd-c373201610-7323302,dfatd,"JANKEL TACTICAL SYSTEMS LLC",181044,2014-12-05,2014,2014,1,181044,181044,0,"Road motor vehicles","Jankel Tactical Systems LLC"
dfatd-c498201610-7323303,dfatd,"JANKEL TACTICAL SYSTEMS LLC",206983,2014-12-05,2014,2015,2,103491.5,206983,0,"Road motor vehicles","Jankel Tactical Systems LLC"
dfatd-c513191610-7323289,dfatd,"JANKEL TACTICAL SYSTEMS LLC",181345,2014-12-05,2014,2014,1,181345,181345,0,"Road motor vehicles","Jankel Tactical Systems LLC"
dfatd-c623201610-7323304,dfatd,"JANKEL TACTICAL SYSTEMS LLC",206643,2014-12-05,2014,2015,2,103321.5,206643,0,"Road motor vehicles","Jankel Tactical Systems LLC"
dfatd-c654191610-7323294,dfatd,"JANKEL TACTICAL SYSTEMS LLC",208222,2014-12-05,2014,2015,2,104111,208222,0,"Road motor vehicles","Jankel Tactical Systems LLC"
dfatd-c779181610-7323253,dfatd,"JANKEL TACTICAL SYSTEMS LLC",204009,2014-12-05,2014,2014,1,204009,204009,0,"Road motor vehicles","Jankel Tactical Systems LLC"
dfatd-c920191610-7323297,dfatd,"JANKEL TACTICAL SYSTEMS LLC",182282,2014-12-05,2014,2014,1,182282,182282,0,"Road motor vehicles","Jankel Tactical Systems LLC"
dfatd-c326211610-7323330,dfatd,"JANKEL TACTICAL SYSTEMS LLC",207317,2014-01-05,2014,2015,2,103658.5,207317,0,"Road motor vehicles","Jankel Tactical Systems LLC"
dfatd-c451211610-7323331,dfatd,"JANKEL TACTICAL SYSTEMS LLC",181459,2014-01-05,2014,2014,1,181459,181459,0,"Road motor vehicles","Jankel Tactical Systems LLC"
dfatd-c576211610-7323344,dfatd,"PRINTERS PLUS",31579.12,2014-01-05,2014,2014,1,31579.12,31579.12,0,"Comp Equip-Desktop/Personal/Portable (Incl parts&p","PRINTERS PLUS"
dfatd-c638221610-7323401,dfatd,"ÉVALUATION PERSONNEL SéLECTION",184755,2014-01-05,2014,2014,1,184755,184755,0,"Management consulting","Évaluation Personnel Sélection"
dfatd-c998211610-7323378,dfatd,"PRINTERS PLUS",21741.2,2014-01-05,2014,2014,1,21741.2,21741.2,0,"Comp Equip-Desktop/Personal/Portable (Incl parts&p","PRINTERS PLUS"
dfatd-c170241610-7323505,dfatd,"DÉMÉNAGEMENT SLBL",19600,2014-01-05,2014,2015,2,9800,19600,0,"Other business services not elsewhere specified","DÉMÉNAGEMENT SLBL"
dfatd-c310221610-7323398,dfatd,"EXCEL HUMAN RESOURCES",92886,2014-01-05,2014,2014,1,92886,92886,0,"Management consulting","EXCEL HUMAN RESOURCES"
dfatd-c357241610-7323506,dfatd,"DÉMÉNAGEMENT SLBL",17132.42,2014-01-05,2014,2015,2,8566.21,17132.42,0,"Other business services not elsewhere specified","DÉMÉNAGEMENT SLBL"
dfatd-c576231610-7323470,dfatd,"HIRSCH ELECTRONICS CORPORATION",17829.29,2014-01-05,2014,2014,1,17829.29,17829.29,0,"Safety and sanitation equipment and parts","HIRSCH ELECTRONICS CORPORATION"
dfatd-c123251610-7323572,dfatd,"HIRSCH ELECTRONICS CORPORATION",22411.25,2014-01-05,2014,2014,1,22411.25,22411.25,0,"Safety and sanitation equipment and parts","HIRSCH ELECTRONICS CORPORATION"
dfatd-c373251610-7323580,dfatd,"JANKEL TACTICAL SYSTEMS LLC",181000,2014-01-05,2014,2014,1,181000,181000,0,"Road motor vehicles","Jankel Tactical Systems LLC"
dfatd-c498251610-7323585,dfatd,"JANKEL TACTICAL SYSTEMS LLC",183009,2014-01-05,2014,2015,2,91504.5,183009,0,"Road motor vehicles","Jankel Tactical Systems LLC"
dfatd-c279271610-7323770,dfatd,"MOTOROLA SOLUTIONS CANADA",13478.64,2014-01-05,2014,2014,1,13478.64,13478.64,0,"Safety and sanitation equipment and parts","Motorola Solutions Canada Inc."
dfatd-c623311610-7323955,dfatd,"DAVIDSON VIOLETTE IN JV NEWFOUND",11305.65,2014-01-05,2014,2014,1,11305.65,11305.65,0,"Temporary help services","Davidson Violette in JV NewFound"
dfatd-c779311610-7323959,dfatd,"HONEYWELL LIMITED",1227194.69,2014-01-05,2014,2014,1,1227194.69,1227194.69,0,"Informatics Software - Purchased and Developed","HONEYWELL LIMITED"
dfatd-c216321610-7324007,dfatd,PANALPINA,40807.4,2014-01-05,2014,2015,2,20403.7,40807.4,0,"Transportation of things not elsewhere specified","Panalpina Inc."
dfatd-c373321610-7324023,dfatd,"AON REED STENHOUSE",67463.83,2014-01-05,2014,2015,2,33731.915,67463.83,0,"Employee relocation outside Canada and/or return","AON REED STENHOUSE INC."
dfatd-c685321610-7324041,dfatd,"BOYD MOVING & STORAGE",72163.77,2014-01-05,2014,2014,1,72163.77,72163.77,0,"Transportation of things not elsewhere specified","BOYD MOVING & STORAGE LTD."
dfatd-c826321610-7324047,dfatd,"WILLS TRANSFER LIMITED",13249.25,2014-01-05,2014,2015,2,6624.625,13249.25,0,"Other business services not elsewhere specified","WILLS TRANSFER LIMITED"
dfatd-c716271610-7323777,dfatd,"CANADIAN CORPS OF COMMISSIONAIRES",14464,2014-01-05,2014,2015,2,7232,14464,0,"Protection services","COMMISSIONAIRES - OTTAWA"
dfatd-c545361610-7324253,dfatd,"THE D&B COMPANIES OF CANADA",15421.11,2014-01-05,2014,2014,1,15421.11,15421.11,0,"Electronic subscriptions & electronic publications","The D&B Companies of Canada Ltd"
dfatd-c170391610-7324383,dfatd,"HONEYWELL LIMITED",14037.77,2014-01-05,2014,2014,1,14037.77,14037.77,0,"Informatics Software - Purchased and Developed","HONEYWELL LIMITED"
dfatd-c201381610-7324361,dfatd,"HONEYWELL LIMITED",120463.65,2014-01-05,2014,2014,1,120463.65,120463.65,0,"Other professional services not otherwise specified","HONEYWELL LIMITED"
dfatd-c701381610-7324368,dfatd,IDN,12709.34,2014-01-05,2014,2014,1,12709.34,12709.34,0,"Other machinery and parts",IDN
dfatd-c482401610-7324476,dfatd,"CANADIAN CORPS OF COMMISSIONAIRES",26453.45,2014-01-05,2014,2015,2,13226.725,26453.45,0,"Protection services","CANADIAN CORPS OF COMMISSIONAIRES"
dfatd-c216531610-7325028,dfatd,"WELCH LLP",15521.63,2014-01-06,2014,2015,2,7760.815,15521.63,0,"Accounting and audit services","Welch LLP"
dfatd-c701361610-7324255,dfatd,ACCURATE,24215.9,2014-01-06,2014,2015,2,12107.95,24215.9,0,"Communications professional services not elsewhere specified",Accurate
dfatd-c982411610-7324585,dfatd,"MOTOROLA SOLUTIONS CANADA",33802.77,2014-01-06,2014,2014,1,33802.77,33802.77,0,"Safety and sanitation equipment and parts","Motorola Solutions Canada Inc."
dfatd-c20151710-7325482,dfatd,"WELCH LLP",25294.5,2014-01-06,2014,2015,2,12647.25,25294.5,0,"Accounting and audit services","Welch LLP"
dfatd-c388431610-7324674,dfatd,"MOTOROLA SOLUTIONS CANADA",73020.55,2014-01-06,2014,2014,1,73020.55,73020.55,0,"Safety and sanitation equipment and parts","Motorola Solutions Canada Inc."
dfatd-c623441610-7324728,dfatd,"PRINTERS PLUS",54353,2014-01-06,2014,2014,1,54353,54353,0,"Comp Equip-Desktop/Personal/Portable (Incl parts&p","PRINTERS PLUS"
dfatd-c763441610-7324739,dfatd,"SDV LOGISTICS (CANADA)",11190,2014-01-06,2014,2014,1,11190,11190,0,"Transportation of things not elsewhere specified","SDV LOGISTICS (CANADA) INC."
dfatd-c904441610-7324740,dfatd,"SDV LOGISTICS (CANADA)",10370,2014-01-06,2014,2014,1,10370,10370,0,"Transportation of things not elsewhere specified","SDV LOGISTICS (CANADA) INC."
dfatd-c13471610-7324819,dfatd,IDN,68451.55,2014-01-06,2014,2014,1,68451.55,68451.55,0,"Safety and sanitation equipment and parts",IDN
dfatd-c357541610-7325064,dfatd,"WELCH LLP",22995,2014-01-06,2014,2015,2,11497.5,22995,0,"Accounting and audit services","Welch LLP"
dfatd-c404461610-7324803,dfatd,"SDV LOGISTICS (CANADA)",12125,2014-01-06,2014,2015,2,6062.5,12125,0,"Transportation of things not elsewhere specified","SDV LOGISTICS (CANADA) INC."
dfatd-c873451610-7324793,dfatd,"PRINTERS PLUS",12820.53,2014-01-06,2014,2014,1,12820.53,12820.53,0,"Other furniture and fixtures including parts","PRINTERS PLUS"
dfatd-c982591610-7325269,dfatd,"DELOITTE AND TOUCHE",26444.25,2014-01-06,2014,2015,2,13222.125,26444.25,0,"Accounting and audit services","DELOITTE & TOUCHE LLP"
dfatd-c170441610-7324685,dfatd,"LRO STAFFING",118768.65,2014-01-06,2014,2014,1,118768.65,118768.65,0,"Temporary help services","LRO Staffing"
dfatd-c216481610-7324860,dfatd,"APEX INDUSTRIES",31648,2014-01-06,2014,2014,1,31648,31648,0,"Safety and sanitation equipment and parts","APEX INDUSTRIES INC"
dfatd-c638531610-7325043,dfatd,"WELCH LLP",27594,2014-01-06,2014,2015,2,13797,27594,0,"Accounting and audit services","Welch LLP"
dfatd-c18511710-7325290,dfatd,"DELOITTE AND TOUCHE",16946.75,2014-10-06,2014,2015,2,8473.375,16946.75,0,"Accounting and audit services","DELOITTE & TOUCHE LLP"
dfatd-c373511610-7324982,dfatd,"PRINTERS PLUS",11643.95,2014-10-06,2014,2014,1,11643.95,11643.95,0,"Office and stationers supplies","PRINTERS PLUS"
dfatd-c420501610-7324939,dfatd,"DELOITTE AND TOUCHE",28743.75,2014-10-06,2014,2015,2,14371.875,28743.75,0,"Accounting and audit services","DELOITTE & TOUCHE LLP"
dfatd-c529481610-7324862,dfatd,"VERITAAQ TECHNOLOGY HOUSE",19074.4,2014-10-06,2014,2014,1,19074.4,19074.4,0,"Information Technology & Telecom Consultants","VERITAAQ TECHNOLOGY HOUSE INC."
dfatd-c576501610-7324949,dfatd,"HONEYWELL LIMITED",53675,2014-10-06,2014,2014,1,53675,53675,0,"Informatics Software - Purchased and Developed","HONEYWELL LIMITED"
dfatd-c138521610-7325014,dfatd,"ATI SRL",25167.38,2014-11-06,2014,2014,1,25167.38,25167.38,0,"Residential buildings","ATI srl"
dfatd-c26321710-7325326,dfatd,"ERNST & YOUNG LLP",25869.38,2014-11-06,2014,2015,2,12934.69,25869.38,0,"Accounting and audit services","Ernst & Young LLP"
dfatd-c52911710-7325298,dfatd,"WELCH LLP",34492.5,2014-11-06,2014,2015,2,17246.25,34492.5,0,"Accounting and audit services","Welch LLP"
dfatd-c96611710-7325305,dfatd,"WELCH LLP",26444.25,2014-11-06,2014,2015,2,13222.125,26444.25,0,"Accounting and audit services","Welch LLP"
dfatd-c982511610-7325012,dfatd,"TAB PRODUCTS OF CANADA",39846.15,2014-11-06,2014,2014,1,39846.15,39846.15,0,"Other furniture and fixtures including parts","TAB Products of Canada Ltd."
dfatd-c513551610-7325107,dfatd,"GLOBAL UPHOLSTERY CO",10359.23,2014-12-06,2014,2014,1,10359.23,10359.23,0,"Other furniture and fixtures including parts","Global Upholstery Co. Inc."
dfatd-c654551610-7325109,dfatd,"GLOBAL UPHOLSTERY CO",16402.11,2014-12-06,2014,2014,1,16402.11,16402.11,0,"Other furniture and fixtures including parts","Global Upholstery Co. Inc."
dfatd-c71641710-7325459,dfatd,"ERNST & YOUNG LLP",27594,2014-12-06,2014,2015,2,13797,27594,0,"Accounting and audit services","Ernst & Young LLP"
dfatd-c87341710-7325468,dfatd,"ERNST & YOUNG LLP",26444.25,2014-12-06,2014,2015,2,13222.125,26444.25,0,"Accounting and audit services","Ernst & Young LLP"
dfatd-c10721710-7325312,dfatd,"WELCH LLP",24144.75,2014-01-06,2014,2015,2,12072.375,24144.75,0,"Accounting and audit services","Welch LLP"
dfatd-c201501610-7324938,dfatd,"J SIMKINS & ASSOCIATES",27346,2014-01-06,2014,2014,1,27346,27346,0,"Management consulting","J. Simkins & Associates"
dfatd-c357571610-7325175,dfatd,"BOYD MOVING & STORAGE",54274.14,2014-01-06,2014,2014,1,54274.14,54274.14,0,"Transportation of things not elsewhere specified","BOYD MOVING & STORAGE LTD."
dfatd-c513571610-7325179,dfatd,"SEEGMULLER PARIS",16028.6,2014-01-06,2014,2014,1,16028.6,16028.6,0,"Employee relocation outside Canada and/or return","SEEGMULLER PARIS"
dfatd-c57671710-7325585,dfatd,"WELCH LLP",27019.13,2014-01-06,2014,2015,2,13509.565,27019.13,0,"Accounting and audit services","Welch LLP"
dfatd-c84151710-7325529,dfatd,"SAMSON & ASSOCIATES",18396,2014-01-06,2014,2015,2,9198,18396,0,"Accounting and audit services","SAMSON & ASSOCIATES"
dfatd-c90461710-7325574,dfatd,"SAMSON & ASSOCIATES",27594,2014-01-06,2014,2015,2,13797,27594,0,"Accounting and audit services","SAMSON & ASSOCIATES"
dfatd-c498261710-2014-bdgtn-03,dfatd,"MICHAEL GREAVES",41602.5,2014-01-06,2014,2015,2,20801.25,41602.5,0,"Other business services not elsewhere specified","Michael Greaves"
dfatd-c654261710-2014-bdgtn-04,dfatd,CORLEC,41602.5,2014-01-06,2014,2015,2,20801.25,41602.5,0,"Other business services not elsewhere specified",Corlec
dfatd-c29501710-7325279,dfatd,PANALPINA,31661.31,2014-01-06,2014,2015,2,15830.655,31661.31,0,"Transportation of things not elsewhere specified","Panalpina Inc."
dfatd-c37311710-7325292,dfatd,PANALPINA,54563.22,2014-01-06,2014,2015,2,27281.61,54563.22,0,"Transportation of things not elsewhere specified","Panalpina Inc."
dfatd-c56021710-7325329,dfatd,"AVI-SPL CANADA",33238.88,2014-01-06,2014,2014,1,33238.88,33238.88,0,"Image/video equipment","AVI-SPL Canada Ltd."
dfatd-c12371710-7325576,dfatd,"DELOITTE AND TOUCHE",11497.51,2014-01-06,2014,2015,2,5748.755,11497.51,0,"Accounting and audit services","DELOITTE & TOUCHE LLP"
dfatd-c841111710-7325883,dfatd,"PRICEWATERHOUSE COOPERS JJP",13797,2014-01-06,2014,2015,2,6898.5,13797,0,"Accounting and audit services","PRICEWATERHOUSE COOPERS JJP"
dfatd-c90471710-7325603,dfatd,"DELOITTE AND TOUCHE",16096.5,2014-01-06,2014,2015,2,8048.25,16096.5,0,"Accounting and audit services","DELOITTE & TOUCHE LLP"
dfatd-c4581710-7325605,dfatd,"KPMG LLP",28743.75,2014-01-06,2014,2015,2,14371.875,28743.75,0,"Accounting and audit services","KPMG LLP"
dfatd-c68551710-7325520,dfatd,"PRINTERS PLUS",16313.95,2014-01-06,2014,2014,1,16313.95,16313.95,0,"Other office equipment and parts","PRINTERS PLUS"
dfatd-c74871710-7325602,dfatd,"ERNST & YOUNG LLP",32193,2014-01-06,2014,2015,2,16096.5,32193,0,"Accounting and audit services","Ernst & Young LLP"
dfatd-c20181710-7325606,dfatd,"SAMSON & ASSOCIATES",26444.25,2014-01-06,2014,2015,2,13222.125,26444.25,0,"Accounting and audit services","SAMSON & ASSOCIATES"
dfatd-c40481710-7325612,dfatd,"PRINTERS PLUS",13624.97,2014-01-06,2014,2014,1,13624.97,13624.97,0,"Office and stationers supplies","PRINTERS PLUS"
dfatd-c20191710-7325660,dfatd,IDN,16874.29,2014-01-06,2014,2014,1,16874.29,16874.29,0,"Safety and sanitation equipment and parts",IDN
dfatd-c2991710-7325657,dfatd,PANALPINA,39308.23,2014-01-06,2014,2015,2,19654.115,39308.23,0,"Transportation of things not elsewhere specified","Panalpina Inc."
dfatd-c56081710-7325614,dfatd,"RECALL SECURE DESTRUCTION SERVICES",48298.2,2014-01-06,2014,2014,1,48298.2,48298.2,0,"Other business services not elsewhere specified","RECALL SECURE DESTRUCTION SERVICES"
dfatd-c888491610-7324930,dfatd,"THE ACCESS INFORMATION AGENCY",109912.28,2014-01-06,2014,2014,1,109912.28,109912.28,0,"Temporary help services","The Access Information Agency"
dfatd-c373111710-7325835,dfatd,"CANADIAN CORPS OF COMMISSIONAIRES",34444.71,2014-01-06,2014,2014,1,34444.71,34444.71,0,"Protection services","CANADIAN CORPS OF COMMISSIONAIRES"
dfatd-c513111710-7325864,dfatd,"GRAND & TOY",23804.52,2014-01-06,2014,2014,1,23804.52,23804.52,0,"Office and stationers supplies","GRAND & TOY"
dfatd-c185141710-7326002,dfatd,"FINK BRASILIAA",11864.33,2014-01-06,2014,2014,1,11864.33,11864.33,0,"Employee relocation outside Canada and/or return","FINK BRASILIA LTDA"
dfatd-c248131710-7325954,dfatd,"SMITHS DETECTION MONTREAL",20481.25,2014-01-06,2014,2014,1,20481.25,20481.25,0,"Safety and sanitation equipment and parts","SMITHS DETECTION MONTREAL INC"
dfatd-c26331710-7325385,dfatd,"ABCE LANGUAGE SCHOOL",10010,2014-01-06,2014,2014,1,10010,10010,0,"Tuition fees and costs of attending courses including seminars not elsewhere specified","ABCE Language School Inc."
dfatd-c341141710-7326003,dfatd,"FINK BRASILIAA",15904.82,2014-01-06,2014,2014,1,15904.82,15904.82,0,"Employee relocation outside Canada and/or return","FINK BRASILIA LTDA"
dfatd-c498141710-7326009,dfatd,"TAB PRODUCTS OF CANADA",11132.95,2014-01-06,2014,2014,1,11132.95,11132.95,0,"Other furniture and fixtures including parts","TAB Products of Canada Ltd."
dfatd-c716131710-7325969,dfatd,"HIRSCH ELECTRONICS CORPORATION",35063.18,2014-01-06,2014,2014,1,35063.18,35063.18,0,"Safety and sanitation equipment and parts","HIRSCH ELECTRONICS CORPORATION"
dfatd-c90513119-7327892,dfatd,"AGS FOUR WINDS INTERNATIONAL",11281.85,2014-01-07,2014,2014,1,11281.85,11281.85,0,"Employee relocation outside Canada and/or return","AGS FOUR WINDS INTERNATIONAL"
dfatd-c027109-7326247,dfatd,"ALTIS PROFESSIONAL RESOURCES",84334.16,2014-02-07,2014,2015,2,42167.08,84334.16,0,"Temporary help services","Altis Professional Resources"
dfatd-c12526109-7326224,dfatd,"PRINTERS PLUS",24847.33,2014-02-07,2014,2014,1,24847.33,24847.33,0,"Office and stationers supplies","PRINTERS PLUS"
dfatd-c20331109-7326483,dfatd,"HUMANSCALE CORPORATION",14094,2014-01-07,2014,2014,1,14094,14094,0,"Other furniture and fixtures including parts","Humanscale Corporation"
dfatd-c39131109-7326484,dfatd,"HUMANSCALE CORPORATION",18792,2014-01-07,2014,2014,1,18792,18792,0,"Other furniture and fixtures including parts","Humanscale Corporation"
dfatd-c56231109-7326486,dfatd,"HUMANSCALE CORPORATION",15921,2014-01-07,2014,2014,1,15921,15921,0,"Other furniture and fixtures including parts","Humanscale Corporation"
dfatd-c67156109-7327358,dfatd,PANALPINA,30768.97,2014-01-07,2014,2015,2,15384.485,30768.97,0,"Transportation of things not elsewhere specified","Panalpina Inc."
dfatd-c12540109-7326757,dfatd,"ARTEMP PERSONNEL SERVICES",16511.09,2014-10-07,2014,2014,1,16511.09,16511.09,0,"Temporary help services","ArTemp Personnel Services Inc."
dfatd-c32833109-7326568,dfatd,"CORPORATE EXPRESS",10420.2,2014-01-07,2014,2014,1,10420.2,10420.2,0,"Office and stationers supplies","Corporate Express Inc."
dfatd-c53132109-7326539,dfatd,"MISHKUMI TECHNOLOGIES",10286.39,2014-01-07,2014,2014,1,10286.39,10286.39,0,"Comp Equip-Desktop/Personal/Portable (Incl parts&p","Mishkumi Technologies Inc."
dfatd-c60934109-7326619,dfatd,"SMITHS DETECTION MONTREAL",102406.25,2014-01-07,2014,2014,1,102406.25,102406.25,0,"Other equipment and parts","SMITHS DETECTION MONTREAL INC"
dfatd-c79734109-7326639,dfatd,"ADIRONDACK TECHNOLOGIES",335229.24,2014-01-07,2014,2014,1,335229.24,335229.24,0,"Other furniture and fixtures including parts","Adirondack Technologies"
dfatd-c84436109-7326662,dfatd,"ADIRONDACK TECHNOLOGIES",399482.2,2014-01-07,2014,2014,1,399482.2,399482.2,0,"Other furniture and fixtures including parts","Adirondack Technologies"
dfatd-c15638109-7326704,dfatd,"TEKNION FURNITURE SYSTEM",37875.64,2014-10-07,2014,2015,2,18937.82,37875.64,0,"Other professional services not otherwise specified","Teknion Furniture System Ltd"
dfatd-c50040109-7326790,dfatd,"GOSSELIN MOVING NV",11176.2,2014-11-07,2014,2014,1,11176.2,11176.2,0,"Employee relocation outside Canada and/or return","GOSSELIN MOVING NV"
dfatd-c67240109-7326792,dfatd,PANALPINA,33594.73,2014-11-07,2014,2015,2,16797.365,33594.73,0,"Transportation of things not elsewhere specified","Panalpina Inc."
dfatd-c25043109-7326832,dfatd,"MITSUI SOKO EXPRESS CO",10134.6,2014-01-07,2014,2014,1,10134.6,10134.6,0,"Employee relocation outside Canada and/or return","MITSUI SOKO EXPRESS CO., LTD."
dfatd-c62543109-7326859,dfatd,"HONEYWELL LIMITED",10753.05,2014-01-07,2014,2014,1,10753.05,10753.05,0,"Informatics Software - Purchased and Developed","HONEYWELL LIMITED"
dfatd-c87456109-7327359,dfatd,PANALPINA,35000,2014-01-07,2014,2015,2,17500,35000,0,"Transportation of things not elsewhere specified","Panalpina Inc."
dfatd-c90627109-7326306,dfatd,"CANADIAN CORPS OF COMMISSIONAIRES",20249.6,2014-01-07,2014,2015,2,10124.8,20249.6,0,"Protection services","COMMISSIONAIRES - OTTAWA"
dfatd-c12447109-7327023,dfatd,"SDV LOGISTICS (CANADA)",23680.24,2014-01-07,2014,2014,1,23680.24,23680.24,0,"Transportation of things not elsewhere specified","SDV LOGISTICS (CANADA) INC."
dfatd-c17148109-7327046,dfatd,"HUMANSCALE CORPORATION",26196,2014-01-07,2014,2014,1,26196,26196,0,"Other furniture and fixtures including parts","Humanscale Corporation"
dfatd-c26549109-7327065,dfatd,"EXCEL HUMAN RESOURCES",61780.88,2014-01-07,2014,2015,2,30890.44,61780.88,0,"Temporary help services","EXCEL HUMAN RESOURCES"
dfatd-c35948109-7327048,dfatd,"HUMANSCALE CORPORATION",17514,2014-01-07,2014,2014,1,17514,17514,0,"Other furniture and fixtures including parts","Humanscale Corporation"
dfatd-c71848109-7327052,dfatd,"HUMANSCALE CORPORATION",10920,2014-01-07,2014,2014,1,10920,10920,0,"Other furniture and fixtures including parts","Humanscale Corporation"
dfatd-c98447109-7327044,dfatd,"HUMANSCALE CORPORATION",14448,2014-01-07,2014,2014,1,14448,14448,0,"Other furniture and fixtures including parts","Humanscale Corporation"
dfatd-c90648109-7327057,dfatd,TALENTCOR,23730,2014-01-07,2014,2014,1,23730,23730,0,"Temporary help services",Talentcor
dfatd-c6257109-7327360,dfatd,PANALPINA,40300.1,2014-01-07,2014,2015,2,20150.05,40300.1,0,"Transportation of things not elsewhere specified","Panalpina Inc."
dfatd-c91912129-7330487,dfatd,"SMITHS DETECTION MONTREAL",81925,2014-01-09,2014,2014,1,81925,81925,0,"Other equipment and parts","SMITHS DETECTION MONTREAL INC"
