ID,Department,"Vendor Name","Contract Value","Contract Date","Start Year","End Year","Duration in Years","Value Per Year","Original Value","Number of Amendments",Description,"Original Vendor Name"
dfatd-c67025119-7328426,dfatd,"LUXANT SECURITY ILE DE FRANCE",1149789.8,2014-01-09,2014,2017,4,287447.45,447401.52,3,"Protection services","LUXANT SECURITY ILE DE FRANCE"
dfatd-c70148119-7329562,dfatd,"MIT ENTERPRISE FORUM OF CAMBRIDGE",10923,2014-01-09,2014,2015,2,5461.5,10923,0,"Public relations services","MIT Enterprise Forum of Cambridge"
dfatd-c73322119-7328245,dfatd,"UNISERVICE SOLUTION LLC",27352.26,2014-01-09,2014,2017,4,6838.065,27352.26,0,"Contracted building cleaning","UNISERVICE SOLUTION LLC"
dfatd-c82628119-7328603,dfatd,"NABINA SHRESTHA",10000,2014-01-09,2014,2015,2,5000,10000,0,"Management consulting","NABINA SHRESTHA"
dfatd-c85616129-7300212060,dfatd,"THE ECONOMIST INTELLIGENCE UNIT",147266.11,2014-01-09,2014,2015,2,73633.055,147266.11,0,"Printed matter, including books, newspapers, pictures, manuscripts and forms","THE ECONOMIST INTELLIGENCE UNIT"
dfatd-c92015119-7327939,dfatd,"YAPRAK PEYZAJ",30927.6,2014-01-09,2014,2015,2,15463.8,30927.6,0,"Other business services not elsewhere specified","YAPRAK PEYZAJ"
dfatd-c6379129-7330331,dfatd,"NEW ENGLAND CLEAN ENERGY COUNCIL",11051.5,2014-02-09,2014,2015,2,5525.75,11051.5,0,"Other professional services not otherwise specified","New England Clean Energy Council"
dfatd-c84141119-7329263,dfatd,"ACTION PERSONNEL",220192.5,2014-02-09,2014,2015,2,110096.25,163692.5,2,"Temporary help services","ACTION PERSONNEL"
dfatd-c98242119-7329307,dfatd,"ALMARA ENRIQUEZ",15435,2014-02-09,2014,2015,2,7717.5,15435,0,"Temporary help services","Almara Enriquez"
dfatd-c2942119-7329275,dfatd,"THE RETIREMENT PLANNING INSTITUTE",73902,2014-01-09,2014,2016,3,24634,73902,0,"Training consultants","The Retirement Planning Institute"
dfatd-c51340119-7329188,dfatd,OLIVUSORPORATED,37968,2014-01-09,2014,2015,2,18984,37968,0,"Management consulting","Olivus Incorporated"
dfatd-c54543119-7329331,dfatd,"NESTOR GUERRA CHOMBO",13861.3,2014-01-09,2014,2015,2,6930.65,13861.3,0,"Management consulting","NESTOR GUERRA CHOMBO"
dfatd-c54545119-7329411,dfatd,"PERIMETER PROTECTION GERMANY GMBH",23730.82,2014-01-09,2014,2016,3,7910.27333333,23730.82,0,"Office buildings","Perimeter Protection Germany GmbH"
dfatd-c77312913-7060746,dfatd,"COLLINS BARROW EDMONTON LLP",12600,2014-01-09,2014,2015,2,6300,12600,0,"Purchase of services for development assistance","Collins Barrow Edmonton LLP"
dfatd-c98244119-7329397,dfatd,"NAFSA ASSOCIATION",53330,2014-01-09,2014,2015,2,26665,53330,0,"Rental - other","NAFSA Association"
dfatd-c62121129-214-0200,dfatd,"CEDROM SNI",175643.92,2014-01-09,2014,2015,2,87821.96,175643.92,0,"Electronic subscriptions & electronic publications","CEDROM - SNI"
dfatd-c98247119-7329498,dfatd,"ESTAC INDUSTRIAL AGENCIES",25101.93,2014-01-09,2014,2016,3,8367.31,12145.57,2,"Other equipment","Estac Industrial Agencies Ltd"
dfatd-c15448119-7329520,dfatd,"CURTIS PINTYE",10920,2014-01-09,2014,2015,2,5460,10920,0,"Other business services not elsewhere specified","Curtis Pintye"
dfatd-c2442518-7329559,dfatd,"EQUIFAX CANADA CO",24860,2014-01-09,2014,2015,2,12430,24860,0,"Rental of Communications/Networking Equipment","EQUIFAX CANADA CO."
dfatd-c343332913-7060693,dfatd,"MM LYNCH CONSULTANTS INTERNATIONAL",84556.5,2014-01-09,2014,2016,3,28185.5,84556.5,0,"Other Payments for Development Assistance to Foreign Countries","MM LYNCH CONSULTANTS INTERNATIONAL"
dfatd-c87348119-7329566,dfatd,"NGUYEN PHUONG ANH",10925,2014-01-09,2014,2015,2,5462.5,10925,0,"Acquisition and contract charges","NGUYEN PHUONG ANH"
dfatd-c43549119-7329590,dfatd,ROBSONS,20716.31,2014-01-09,2014,2015,2,10358.155,20716.31,0,"Real Estate services",ROBSONS
dfatd-c34150119-7329671,dfatd,"BRUVID ELECTRICAL ENGINEERING",11684.77,2014-10-09,2014,2015,2,5842.385,11684.77,0,"Residential buildings","BRUVID ELECTRICAL ENGINEERING"
dfatd-c3742119-7327495,dfatd,"KNOW HISTORY",19775,2014-10-09,2014,2015,2,9887.5,19775,0,"Management consulting","Know History Inc."
"dfatd-c452352913-a-034757 / 10-09-2014",dfatd,"MR CAO NGUYEN HIEN IT CONSULTANT",90000,2014-10-09,2014,2016,3,30000,90000,0,"Other transfer payments outside Canada to or on behalf of international organizations and foreign countries","Mr. Cao Nguyen Hien - IT Consultant"
dfatd-c2953119-7329796,dfatd,"TREASURY CASINO & HOTEL",156871.44,2014-11-09,2014,2015,2,78435.72,143275.14,2,Hospitality,"TREASURY CASINO & HOTEL"
dfatd-c48116129-7330786,dfatd,"EMBASSY OF NEW ZEALAND",10056.6,2014-01-09,2014,2015,2,5028.3,10056.6,0,"Data and Database Access Services","Embassy of New Zealand"
dfatd-c54456119-7329890,dfatd,"PARKET PLUS EHF",49121.34,2014-01-09,2014,2015,2,24560.67,49121.34,0,"Office buildings","Parket Plus ehf"
dfatd-c73256119-7329915,dfatd,"PETROKIMA ENG & CONTR SAE",26488.31,2014-01-09,2014,2015,2,13244.155,26488.31,0,"Office buildings","PETROKIMA ENG & CONTR S.A.E"
dfatd-c74620129-214-0011,dfatd,"THE SECDEV GROUP CORP",395500,2014-01-09,2014,2016,3,131833.333333,395500,0,"Information Technology & Telecom Consultants","The SecDev Group Corp"
dfatd-c87258119-7329947,dfatd,"EMC CORPORATION OF CANADA",50459.47,2014-01-09,2014,2015,2,25229.735,50459.47,0,"Maintenance fees for Application Software (including COTS) and Application Development and Delivery Software","EMC Corporation of CANADA"
dfatd-c8882129-7330105,dfatd,"SENOK TRADE COMBINE (PVT)",30391.63,2014-01-09,2014,2015,2,15195.815,30391.63,0,"Road motor vehicles","SENOK TRADE COMBINE (PVT) LTD"
dfatd-c1070129-7330009,dfatd,CALIAN,324829.8,2014-01-09,2014,2015,2,162414.9,162414.9,2,"Temporary help services","Calian Ltd"
dfatd-c99755119-7329864,dfatd,"LUCIEN BADEAU",10000,2014-01-09,2014,2015,2,5000,10000,0,"Management consulting","LUCIEN BADEAU"
dfatd-c108342913-7060707,dfatd,"STILES ASSOCIATES",78873.8,2014-01-09,2014,2015,2,39436.9,78873.8,0,"Purchase of services for development assistance","STILES ASSOCIATES INC."
dfatd-c3881129-7330055,dfatd,"PAXTON INTERNATIONAL",12202.43,2014-01-09,2014,2015,2,6101.215,12202.43,0,"Employee relocation outside Canada and/or return","PAXTON INTERNATIONAL"
dfatd-c1537129-7330289,dfatd,"NEOPOST FRANCE",27918.47,2014-01-09,2014,2019,6,4653.07833333,27918.47,0,"Postage and parcel post","NEOPOST FRANCE"
dfatd-c5751129-7330057,dfatd,"GROUPE IFG",17113.2,2014-01-09,2014,2015,2,8556.6,17113.2,0,"Tuition fees and costs of attending courses including seminars not elsewhere specified","GROUPE IFG"
dfatd-c4451119-7329698,dfatd,"MESSA COMPUTING",199179.45,2014-01-09,2014,2015,2,99589.725,61782.75,4,"Information Technology & Telecom Consultants","MESSA COMPUTING Inc."
dfatd-c702292913-7060761,dfatd,"175213 CANADA (SAMSON &",10500,2014-01-09,2014,2015,2,5250,10500,0,"Purchase of services for development assistance","175213 Canada Inc. (Samson &"
dfatd-c99749119-7329662,dfatd,"TOKYU RENEWAL CO",50682.34,2014-01-09,2014,2015,2,25341.17,50682.34,0,"Office buildings","TOKYU RENEWAL CO LTD"
dfatd-c7471129-7330059,dfatd,"RM ENGINEERING",166496.65,2014-01-09,2014,2015,2,83248.325,98652.12,2,"Office buildings","R.M. ENGINEERING"
dfatd-c2943129-7330161,dfatd,"DUAL CODE",24944.75,2014-01-09,2014,2015,2,12472.375,24944.75,0,"Information Technology & Telecom Consultants","Dual Code Inc"
dfatd-c2949129-7330322,dfatd,"*MMM GROUP LIMITED",56952,2014-01-09,2014,2015,2,28476,56952,0,"Other professional services not otherwise specified","*MMM Group Limited"
dfatd-c6847129-7330295,dfatd,"BAKER & MCKENZIE LLP",23623.86,2014-01-09,2014,2015,2,11811.93,23623.86,0,"Legal services","BAKER & MCKENZIE LLP"
dfatd-c7314129-7330200,dfatd,"KEVIN ELLIOTT",17000,2014-01-09,2014,2015,2,8500,17000,0,"Management consulting","Kevin Elliott"
"dfatd-c827352913-a-032274/ 22-09-2014",dfatd,"HUMA MIRZA",170000,2014-01-09,2014,2016,3,56666.6666667,170000,0,"Other transfer payments outside Canada to or on behalf of international organizations and foreign countries","Huma Mirza"
dfatd-c8417129-7330296,dfatd,"NEOPOST FRANCE",10224.3,2014-01-09,2014,2015,2,5112.15,10224.3,0,"Postage and parcel post","NEOPOST FRANCE"
dfatd-c85611129-7330425,dfatd,"ESKEDAR NADEW",10194.19,2014-01-09,2014,2015,2,5097.095,10194.19,0,"Management consulting","ESKEDAR NADEW"
dfatd-c905312913-7060703,dfatd,"COWATER INTERNATIONAL",64466.27,2014-01-09,2014,2015,2,32233.135,64466.27,0,"Purchase of services for development assistance","Cowater International Inc."
dfatd-c9194129-7330201,dfatd,"AISLING SPRL",47368.89,2014-01-09,2014,2015,2,23684.445,47368.89,0,"Temporary help services","AISLING SPRL"
dfatd-c9816129-7330288,dfatd,MAT-LEC,42653.1,2014-01-09,2014,2015,2,21326.55,42653.1,0,"Office buildings",MAT-LEC
dfatd-c16910129-7330353,dfatd,"CAVELLE DOVE",17800,2014-01-09,2014,2015,2,8900,17800,0,"Management consulting","CAVELLE DOVE"
dfatd-c4411129-7330392,dfatd,"DR KLAUS KEMPF",20723.89,2014-01-09,2014,2015,2,10361.945,20723.89,0,"Public relations services","Dr. Klaus Kempf"
dfatd-c57512129-7330476,dfatd,"BEYOND THE BOX",12656,2014-01-09,2014,2015,2,6328,12656,0,"Information Technology & Telecom Consultants","Beyond The Box inc."
dfatd-c874302913-7060677,dfatd,"CAPRA INTERNATIONAL",89231.25,2014-01-09,2014,2015,2,44615.625,89231.25,0,"Purchase of services for development assistance","Capra International Inc."
dfatd-c246205514-7330446,dfatd,"EXCEL HUMAN RESOURCES",30442.2,2014-01-09,2014,2015,2,15221.1,15221.1,2,"Temporary help services","EXCEL HUMAN RESOURCES"
dfatd-c62213129-7330612,dfatd,"MUKTAFIN PROTECTIVE SERVICES (M)SB",41136.39,2014-01-09,2014,2017,4,10284.0975,41136.39,0,"Protection services","MUKTAFIN PROTECTIVE SERVICES (M)S.B"
dfatd-c45011129-7330416,dfatd,"CARLOS EDUARDO VARGAS MANRIQUE",14900,2014-01-09,2014,2015,2,7450,14900,0,"Other professional services not otherwise specified","CARLOS EDUARDO VARGAS MANRIQUE"
dfatd-c3097129-7330292,dfatd,"ALTIS HUMAN RESOURCES",94468,2014-01-09,2014,2015,2,47234,49098.5,2,"Temporary help services","ALTIS HUMAN RESOURCES"
dfatd-c46513129-7330588,dfatd,"HELEN BELOPOLSKY",39000,2014-01-09,2014,2015,2,19500,39000,0,"Temporary help services","Helen Belopolsky"
dfatd-c66916129-7330948,dfatd,"RANDALL G WILLIAMS",10000,2014-01-09,2014,2015,2,5000,10000,0,"Commercial buildings","Randall G. Williams"
dfatd-c956412515-ard133048,dfatd,"EAST AFRICA SECURITY OPTIONS",307939.4,2014-01-09,2014,2015,2,153969.7,307939.4,0,"Other professional services not otherwise specified","East Africa Security Options Ltd."
dfatd-c46514129-7330646,dfatd,"HARROW GREEN",73201.13,2014-01-09,2014,2015,2,36600.565,73201.13,0,"Management consulting","HARROW GREEN"
dfatd-c62214129-7330647,dfatd,"HARROW GREEN",103445.57,2014-01-09,2014,2015,2,51722.785,73201.13,2,"Other business services not elsewhere specified","HARROW GREEN"
dfatd-c76212129-7330478,dfatd,NATTIQ,118650,2014-01-09,2014,2015,2,59325,73450,2,"Other business services not elsewhere specified",NATTIQ
dfatd-c9979129-7330339,dfatd,"IPL RESEARCH LIMITED",14372.3,2014-01-09,2014,2015,2,7186.15,14372.3,0,"Informatics Software - Purchased and Developed","IPL Research Limited"
dfatd-c68632119-7328741,dfatd,"MELISA LAVOIE",15159.56,2014-01-09,2014,2015,2,7579.78,15159.56,0,"Temporary help services","MELISA LAVOIE"
dfatd-c224192613-7309674,dfatd,"GRIFFE DESIGN",10170,2013-01-08,2013,2015,3,3390,6780,0,"Information Technology & Telecom Consultants","Griffe Design Inc."
dfatd-c5162649-7315264,dfatd,"SYSTEMATIX IT SOLUTIONS",881349.15,2014-01-01,2014,2017,4,220337.2875,293687,3,"Information Technology & Telecom Consultants","Systematix IT Solutions Inc."
dfatd-c7352949-7318398,dfatd,"CORADIX TECHNOLOGY CONSULTING",294026,2014-02-18,2014,2015,2,147013,197976,2,"Information Technology & Telecom Consultants","CORADIX TECHNOLOGY CONSULTING LTD."
dfatd-c52292613-7322929,dfatd,"LES TRADUCTIONS CARON-MASSE",10170,2014-01-05,2014,2015,2,5085,6780,0,"Translation services","Les Traductions Caron-Masse"
dfatd-c567282613-7322205,dfatd,"E COPY CORPORATION",14411.71,2014-01-06,2014,2015,2,7205.855,9849.35,2,"Rental of machinery, office furniture and fixtures and other equipment","E COPY CORPORATION"
dfatd-c395332613-7324535,dfatd,"CENTRE DE LANGUES INTERNATIONAL",14280,2014-02-06,2014,2015,2,7140,9600,0,"Tuition fees and costs of attending courses including seminars not elsewhere specified","Centre De Langues International"
dfatd-c357531610-7325029,dfatd,"BARBARA PERSONNEL",53451.83,2014-12-06,2014,2015,2,26725.915,20679,2,"Temporary help services","BARBARA PERSONNEL INC."
dfatd-c130372613-7325594,dfatd,"JOHN ROWAN AND PARTNER LLP",14983.33,2014-01-06,2014,2015,2,7491.665,8764.26,0,"Real Estate services","JOHN ROWAN AND PARTNER LLP"
dfatd-c614362613-7325499,dfatd,"ALTIS PROFESSIONAL RESOURCES",12373.42,2014-01-06,2014,2015,2,6186.71,6617.67,0,"Other professional services not otherwise specified","Altis Professional Resources"
dfatd-c98362613-7325229,dfatd,"TAG HR IT  THE ASSOCIATES GROUP",41744.12,2014-01-06,2014,2015,2,20872.06,8794.41,2,"Temporary help services","TAG HR IT  - The Associates Group"
dfatd-c176382613-7326363,dfatd,"COLLINS BARROW",10200.16,2014-01-07,2014,2015,2,5100.08,9772.88,0,"Accounting and audit services","Collins Barrow"
dfatd-c176432613-7326969,dfatd,"WELCH LLP",39877.93,2014-01-07,2014,2015,2,19938.965,24834.61,2,"Accounting and audit services","Welch LLP"
dfatd-c176442613-7326984,dfatd,"WELCH LLP",39256.33,2014-01-07,2014,2015,2,19628.165,19430.78,2,"Accounting and audit services","Welch LLP"
dfatd-c192402613-7326890,dfatd,"SAMSON & ASSOCIATES",39549.43,2014-01-07,2014,2015,2,19774.715,23395.75,2,"Accounting and audit services","SAMSON & ASSOCIATES"
dfatd-c192412613-7326942,dfatd,"SAMSON & ASSOCIATES",13124.4,2014-01-07,2014,2015,2,6562.2,9657.91,0,"Accounting and audit services","SAMSON & ASSOCIATES"
dfatd-c208422613-7326949,dfatd,"WELCH LLP",41372.29,2014-01-07,2014,2015,2,20686.145,15981.53,2,"Accounting and audit services","Welch LLP"
dfatd-c676432613-7326975,dfatd,"WELCH LLP",32525.28,2014-01-07,2014,2015,2,16262.64,19430.78,2,"Accounting and audit services","Welch LLP"
dfatd-c692402613-7326892,dfatd,"SAMSON & ASSOCIATES",40050.39,2014-01-07,2014,2015,2,20025.195,22132.69,2,"Accounting and audit services","SAMSON & ASSOCIATES"
dfatd-c692422613-7326951,dfatd,"WELCH LLP",44946.02,2014-01-07,2014,2015,2,22473.01,24719.63,2,"Accounting and audit services","Welch LLP"
dfatd-c708412613-7326948,dfatd,"WELCH LLP",27771.06,2014-01-07,2014,2015,2,13885.53,15924.04,2,"Accounting and audit services","Welch LLP"
dfatd-c14382913-7060729,dfatd,"CLEMENTS DOUGLAS JOHN",99806.17,2014-10-02,2014,2018,5,19961.234,99806.17,0,"Purchase of services for development assistance","Clements, Douglas John"
dfatd-c270522613-7329602,dfatd,"EXCEL HUMAN RESOURCES",10536.39,2014-01-09,2014,2015,2,5268.195,2906.59,0,"Temporary help services","EXCEL HUMAN RESOURCES"
dfatd-c173412813-2014-0160,dfatd,"FORD MOTOR COMPANY OF CANADA",23721.15,2014-10-01,2014,2015,2,11860.575,23721.15,0,"Road motor vehicles","FORD MOTOR COMPANY OF CANADA"
dfatd-c301552613-7330522,dfatd,"CANON SINGAPORE PTE",56874.2,2014-10-01,2014,2017,4,14218.55,56874.2,0,"Rental of machinery, office furniture and fixtures and other equipment","CANON SINGAPORE PTE LTD"
dfatd-c661382613-7326640,dfatd,"M & M ROLFE CLEANING SERVICES",124686.66,2014-10-01,2014,2016,3,41562.22,124686.66,0,"Contracted building cleaning","M & M ROLFE CLEANING SERVICES"
dfatd-c66572613-7330781,dfatd,"FRONTLINE FURNITURE INSTALLATION",24738,2014-10-01,2014,2015,2,12369,24738,0,"Other furniture and fixtures including parts","Frontline Furniture Installation"
dfatd-c405442913-1001-6959,dfatd,"ARSHAD SAEED KHAN",40000,2014-10-02,2014,2015,2,20000,40000,0,"Other transfer payments outside Canada to or on behalf of international organizations and foreign countries","Arshad Saeed Khan"
dfatd-c4592613-7330876,dfatd,"LUXE CORPORATE INTERNATIONAL PTY LT",121188.36,2014-10-02,2014,2015,2,60594.18,121188.36,0,Hospitality,"Luxe Corporate International Pty Lt"
dfatd-c660552613-7330713,dfatd,"ALTIS HUMAN RESOURCES",125902.45,2014-10-02,2014,2015,2,62951.225,72846.35,2,"Management consulting","ALTIS HUMAN RESOURCES"
dfatd-c59822713-7330945,dfatd,"KNEXUS CORPORATION",19624.5,2014-10-03,2014,2015,2,9812.25,19624.5,0,"Public relations services","KNexus Corporation"
dfatd-c59772713-7331140,dfatd,"P WHITNEY LACKENBAUER",18814.5,2014-10-08,2014,2015,2,9407.25,18814.5,0,"Conference fees","P. Whitney Lackenbauer"
dfatd-c83212713-7330911,dfatd,"ALTIS HUMAN RESOURCES",54399.67,2014-10-03,2014,2015,2,27199.835,54399.67,0,"Management consulting","ALTIS HUMAN RESOURCES"
dfatd-c12942713-7330999,dfatd,"CONTROL RISKS GROUP LLC",24860,2014-10-06,2014,2015,2,12430,24860,0,"Electronic subscriptions & electronic publications","CONTROL RISKS GROUP, LLC"
dfatd-c879552613-7330714,dfatd,"8196311 CANADA",44468.33,2014-10-06,2014,2015,2,22234.165,33561,2,"Tuition fees and costs of attending courses including seminars not elsewhere specified","8196311 Canada Inc"
dfatd-c1922713-7330915,dfatd,"GLOBAL VISION",22600,2014-10-07,2014,2015,2,11300,22600,0,"Management consulting","GLOBAL VISION"
dfatd-c5152713-7331055,dfatd,"REHABILITATION ALTERNATIVES LIMITED",24705.23,2014-10-07,2014,2015,2,12352.615,24705.23,0,"Management consulting","Rehabilitation Alternatives Limited"
dfatd-c78522713-7330951,dfatd,"MOVE ONE FZE",10000.01,2014-10-08,2014,2015,2,5000.005,10000.01,0,"Employee relocation outside Canada and/or return","MOVE ONE FZE"
dfatd-c83262713-7331127,dfatd,"WEBTRENDS CORPORATION",21297.63,2014-10-08,2014,2015,2,10648.815,21297.63,0,"Computer Equipment - Servers","WEBTRENDS CORPORATION"
dfatd-c44152713-7331068,dfatd,"ALLIANCE OF MANUFACTURERS &",99999.35,2014-10-09,2014,2015,2,49999.675,99999.35,0,"Conference fees","Alliance of Manufacturers &"
dfatd-c64482713-7331174,dfatd,"CATOS HOUSE OF EDUCATION",24848.92,2014-10-09,2014,2015,2,12424.46,24848.92,0,"Tuition fees and costs of attending courses including seminars not elsewhere specified","Cato's House of Education"
dfatd-c19192713-7331229,dfatd,"MESSA COMPUTING",24747,2014-10-14,2014,2015,2,12373.5,24747,0,"Information Technology & Telecom Consultants","MESSA COMPUTING Inc."
dfatd-c66112713-7331386,dfatd,"VOLKSWAGEN AKTIENGESELLSCHAFT",35498.53,2014-10-14,2014,2015,2,17749.265,35498.53,0,"Road motor vehicles","Volkswagen Aktiengesellschaft"
dfatd-c671362913-7060763,dfatd,"175213 CANADA (SAMSON &",12075,2014-10-14,2014,2015,2,6037.5,12075,0,"Purchase of services for development assistance","175213 Canada Inc. (Samson &"
dfatd-c113122713-7331430,dfatd,"PRIEDEMANN CEPHE DANISMANLIGI TIC",17019.6,2014-10-15,2014,2015,2,8509.8,17019.6,0,"Office buildings","PRIEDEMANN CEPHE DANISMANLIGI TIC."
dfatd-c3362813-7333667,dfatd,"MARIE FRANCOISE SANDRA MADORE",24600,2014-10-15,2014,2015,2,12300,24600,0,"Management consulting","Marie Francoise Sandra Madore /"
dfatd-c472112713-7331391,dfatd,"SI SYSTEMS",442056,2014-10-15,2014,2016,3,147352,49731.3,5,"Information Technology & Telecom Consultants","S.I. Systems Ltd"
dfatd-c144142713-7331512,dfatd,"DAVE TOWERS BUILDING",10191.9,2014-10-16,2014,2015,2,5095.95,10191.9,0,"Residential buildings","DAVE TOWERS BUILDING"
dfatd-c285152713-7331594,dfatd,"EL-KASEIH SAMAR",23730,2014-10-16,2014,2015,2,11865,23730,0,"Management consulting","El-Kaseih, Samar"
dfatd-c660152713-7331602,dfatd,"PROLOGIC SYSTEMS",84469.46,2014-10-16,2014,2015,2,42234.73,84469.46,0,"Temporary help services","PROLOGIC SYSTEMS LTD."
dfatd-c207162713-7331620,dfatd,"ANNA ZHUGAN",24900,2014-10-17,2014,2015,2,12450,24900,0,"Management consulting","ANNA ZHUGAN"
dfatd-c550172713-7331681,dfatd,"INTERIS CONSULTING",24973,2014-10-17,2014,2015,2,12486.5,24973,0,"Management consulting","Interis Consulting Inc"
dfatd-c35172713-7331650,dfatd,"DIVERCITY SERVICES",31575,2014-10-20,2014,2015,2,15787.5,31575,0,"Other furniture and fixtures including parts","Divercity Services Inc"
dfatd-c503182713-7331723,dfatd,"MOUNTAIN EQUIPMENT CO-OP",19626.38,2014-10-20,2014,2015,2,9813.19,19626.38,0,"Miscellaneous manufactured articles","Mountain Equipment Co-Op"
dfatd-c597132713-7331484,dfatd,"EXCEL HUMAN RESOURCES",18540.59,2014-10-20,2014,2015,2,9270.295,18540.59,0,"Temporary help services","EXCEL HUMAN RESOURCES"
dfatd-c925112713-7331416,dfatd,"FLEX TECH SERVICES",23730,2014-10-20,2014,2015,2,11865,23730,0,"Information Technology & Telecom Consultants","Flex Tech Services"
dfatd-c3132713-7331468,dfatd,PRINTINGCOM,18921.43,2014-10-21,2014,2016,3,6307.14333333,18921.43,0,"Printing services",PRINTING.COM
dfatd-c843372913-7060750,dfatd,"CANADIAN BUREAU FOR INTERNATIONAL",40997903,2014-10-21,2014,2019,6,6832983.83333,40997903,0,"Purchase of services for development assistance","CANADIAN BUREAU FOR INTERNATIONAL"
dfatd-c34472713-7332807,dfatd,"EEC SPROGSKOLE",12386.63,2014-10-21,2014,2015,2,6193.315,12386.63,0,"Tuition fees and costs of attending courses including seminars not elsewhere specified","EEC SPROGSKOLE"
dfatd-c61422913-7060734,dfatd,"VAILLANCOURT PIERRE",169956.05,2014-10-21,2014,2019,6,28326.0083333,169956.05,0,"Purchase of services for development assistance","Vaillancourt, Pierre"
dfatd-c144222713-7331856,dfatd,"WE DESIGN BUILD",230414.28,2014-10-22,2014,2015,2,115207.14,230414.28,0,"Office buildings","We Design Build"
dfatd-c910182713-7331733,dfatd,"WATERWOOD COMMUNICATIONS CORP",74241,2014-10-22,2014,2017,4,18560.25,74241,0,"Communications professional services not elsewhere specified","Waterwood Communications Corp"
dfatd-c34242713-7331934,dfatd,"GALERIE DIVISION",19800,2014-10-23,2014,2015,2,9900,19800,0,"Miscellaneous expenditures not elsewhere classified","Galerie Division"
dfatd-c738172713-7331689,dfatd,"PREMIER MOVES",381144.22,2014-10-23,2014,2015,2,190572.11,333290.68,2,"Other business services not elsewhere specified","PREMIER MOVES,"
dfatd-c962495714-7060754,dfatd,"MM LYNCH CONSULTANTS INTERNATIONAL",343762.5,2014-10-23,2014,2018,5,68752.5,245227.5,2,"Purchase of services for development assistance","MM LYNCH CONSULTANTS INTERNATIONAL"
dfatd-c394242713-7331964,dfatd,"EPSI ÉVALUATION PERSONNEL SÉLECTION",149934.05,2014-10-24,2014,2015,2,74967.025,116316.55,2,"Management consulting","EPSI ÉVALUATION PERSONNEL SÉLECTION"
dfatd-c66212713-7331826,dfatd,"TETRAN PTY",15469.04,2014-10-24,2014,2015,2,7734.52,15469.04,0,"Communications/Networking Equipment","TETRAN PTY LTD"
dfatd-c925372713-7332396,dfatd,"RICHARD IRELAND",15736.9,2014-10-25,2014,2015,2,7868.45,15736.9,0,"Office buildings","RICHARD IRELAND"
dfatd-c362272713-7332045,dfatd,"XCD DESARROLLADORA SA DE CV",35197.83,2014-10-27,2014,2015,2,17598.915,35197.83,0,"Net increases or decreases in Other Specified Purpose Accounts","XCD Desarrolladora S.A. de C.V."
dfatd-c425212713-7331848,dfatd,"THE 500 STAFFING SERVICES",35958.44,2014-10-27,2014,2015,2,17979.22,35958.44,0,"Temporary help services","The 500 Staffing Services Inc."
dfatd-c628282713-7332086,dfatd,"HIRE INTELLIGENCE",14927.54,2014-10-27,2014,2015,2,7463.77,14927.54,0,"Rental of machinery, office furniture and fixtures and other equipment","HIRE INTELLIGENCE"
dfatd-c722272713-7332052,dfatd,"NAFSA ASSOCIATION",34278.84,2014-10-27,2014,2015,2,17139.42,34278.84,0,"Rental - other","NAFSA Association"
dfatd-c144292713-7332125,dfatd,"DUN & BRADSTREET",21982,2014-10-28,2014,2015,2,10991,21982,0,"Data and Database Access Services","Dun & Bradstreet"
dfatd-c471351710-7337137,dfatd,"OVE ARUP & PARTNERS INTERNATIONAL",282954,2014-10-28,2014,2017,4,70738.5,253963,2,"Architectural services","Ove Arup & Partners International"
dfatd-c487292713-7332140,dfatd,"CANADIAN COUNCIL ON AFRICA",28250,2014-10-28,2014,2015,2,14125,28250,0,"Management consulting","Canadian Council on Africa"
dfatd-c504592613-7330880,dfatd,"SI SYSTEMS",623760,2014-10-28,2014,2017,4,155940,311880,2,"Information Technology & Telecom Consultants","S.I. Systems Ltd"
dfatd-c690292713-7332145,dfatd,"S RAO CONSULTING",24973,2014-10-28,2014,2015,2,12486.5,24973,0,"Management consulting","S Rao Consulting Inc."
dfatd-c76972713-7331146,dfatd,"INTERIS CONSULTING",24973,2014-10-28,2014,2015,2,12486.5,24973,0,"Information Technology & Telecom Consultants","Interis Consulting Inc"
dfatd-c97282713-7332063,dfatd,"BARBARA PERSONNEL",67881.46,2014-10-28,2014,2015,2,33940.73,18244.98,3,"Temporary help services","BARBARA PERSONNEL INC."
dfatd-c987292713-7332155,dfatd,"SYNOVA INTL BUSINESS DEVELOPMENT",10848,2014-10-28,2014,2015,2,5424,10848,0,"Management consulting","Synova Int'l Business Development"
dfatd-c205582713-7333356,dfatd,"RICARDO SERRANO PADILLA",10348.24,2014-10-30,2014,2015,2,5174.12,10348.24,0,"Net increases or decreases in Other Specified Purpose Accounts","Ricardo Serrano Padilla"
dfatd-c222342713-7332302,dfatd,"PROLOGIC SYSTEMS",165077.78,2014-10-30,2014,2015,2,82538.89,59918.26,3,"Temporary help services","PROLOGIC SYSTEMS LTD."
dfatd-c253332713-7332287,dfatd,"QUALIGENE CONSULTING",25269,2014-10-30,2014,2017,4,6317.25,25269,0,"Contracted building cleaning","QUALIGENE CONSULTING"
dfatd-c331292713-7332130,dfatd,"QUINTET CONSULTING CORPORATION",73224,2014-10-30,2014,2015,2,36612,60455,2,"Other business services not elsewhere specified","QUINTET CONSULTING CORPORATION"
