"operatingName","email","website","filename","alternateName","legalName"
"Kheops Architecture","saguenay@dessinsdrummond.com","http://www.dessinsdrummond.com","KHEOPS ARCHITECTURE.html",,"9130-0079 Quebec Inc"
"Kheops International","sales@kheopsinternational.ca","http://www.kheopsinternational.ca","KHEOPS INTERNATIONAL.html",,"Kheops Verre d'Art inc."
"Khongwir Enterprises Inc.",,,"KHONGWIR ENTERPRISES INC.html",,
"Khouri Granite Mfg. Ltd.",,,"KHOURI GRANITE MFG LTD.html",,
"Khronos Gauntlet","escape@lynnvander.com","http://khronosgauntlet.com/","KHRONOS GAUNTLET.html",,
"KI Canada - Toronto Showroom",,"http://www.ki.com","KI CANADA - TORONTO SHOWROOM.html",,
"Ki Digital Media","krista@kidigitalmedia.ca","http://www.kidigitalmedia.ca","KI DIGITAL MEDIA.html",,
"ki2","lbouchard@ki2.ca","http://www.ki2.ca","KI2.html",,"PERSONNELité INC."
"KIAZSOFT Consulting Inc.","shahnavaz.saiyed@kiazsoft.com","http://www.kiazsoft.com","KIAZSOFT CONSULTING INC.html",,
"Kick Ass Media","Sales@kamedia.ca","http://www.kamedia.ca","KICK ASS MEDIA.html",,
"Kick Point Inc.","hello@kickpoint.ca","http://kickpoint.ca","KICK POINT INC.html",,
"Kiddo Active Pediatric Therapy","info@kiddoactive.com","http://www.kiddoactive.com","KIDDO ACTIVE PEDIATRIC THERAPY.html",,
"Kidproof Canada, Surrey Franchise","surrey@kidproofcanada.com","http://www.kidproofsafety.com","KIDPROOF CANADA, SURREY FRANCHISE.html",,
"Kids Can Press Ltd.","info@kidscan.com","http://www.kidscanpress.com","KIDS CAN PRESS LTD.html",,
"KIDUMS CANADA INC.","kidums@gmail.com",,"KIDUMS CANADA INC.html",,
"Kidzpirit International Network","info@kidzpirit.com","http://www.kidzpirit.com","KIDZPIRIT INTERNATIONAL NETWORK.html",,"Kidzpirit"
"Kiers Marketing Group","solutions@kiers.com","http://www.kiers.com","KIERS MARKETING GROUP.html",,"Kiers Communications Group"
"Kierstead Quigley & Roberts Ltd.","kqr@nb.aibn.com",,"KIERSTEAD QUIGLEY & ROBERTS LTD.html",,
"Kildair Service ULC","info@kildair.com","http://www.kildair.com","KILDAIR SERVICE ULC.html",,
"Kildonan Printing (2002) Ltd.","randy@kildonanprinting.com","http://www.kildonanprinting.com","KILDONAN PRINTING (2002) LTD.html",,
"Killaloe Wood Products","jerrysummers@killaloewoodproducts.ca","http://www.killaloewoodproducts.ca","KILLALOE WOOD PRODUCTS.html",,
"Kilmer Environmental Inc","glenn@kilmerenv.com","http://www.kilmerenv.com","KILMER ENVIRONMENTAL INC.html",,
"Kilotech Controle (1995) Inc.","info@kilotech.net","http://www.kilotech.net","KILOTECH CONTROLE (1995) INC.html",,
"Kilotech Inc.","info@kilotech.com","http://www.kilotech.com","KILOTECH INC.html",,
"Kim Forest Management Ltd","dave@kfm.ca","http://www.kfm.ca","KIM FOREST MANAGEMENT LTD.html",,
"Kim Geomatics Corporation","bryerson@kimgeomatics.com","http://www.kimgeomatics.com","KIM GEOMATICS CORPORATION.html",,
"Kimberfire","info@kimberfire.com","http://www.kimberfire.com","KIMBERFIRE.html",,"Kimberfire Inc."
"KIMSUN International","hk@kimsuninternational.com","http://www.kimsuninternational.com","KIMSUN INTERNATIONAL.html",,"2186627 ONTARIO INC."
"KimTech Inc","info@kimtech.ca","http://www.kimtech.ca","KIMTECH INC.html",,
"Kimuit Corporation","kimuitcorp@gmail.com",,"KIMUIT CORPORATION.html",,
"KIN Enterprises Inc","accounting.kin@sasktel.net","http://www.kin-enterprises.com","KIN ENTERPRISES INC.html",,
"Kinda Electronics Limited","ahmad.khadra@gmail.com","http://www.kindaelectronics.com","KINDA ELECTRONICS LIMITED.html",,
"Kindale Industries","info@kindaleindustries.com",,"KINDALE INDUSTRIES.html",,
"Kindersley Trailers","sales@boychuksales.com","http://www.boychuksales.com","KINDERSLEY TRAILERS.html",,
"Kindersley Transport Ltd.","exec.assistant@siemenstransport.com","http://www.kindersleytransport.com","KINDERSLEY TRANSPORT LTD.html",,
"Kindle Financial","calves@kindlefinancial.com","http://www.kindlefinancial.com/","KINDLE FINANCIAL.html",,
"Kinek Technologies Inc.","karen.speight@kinek.com","http://www.kinek.com","KINEK TECHNOLOGIES INC.html",,
"Kinetic Books & Tax Solutions","barb@kineticbooks.ca","http://www.kineticbooks.ca","KINETIC BOOKS & TAX SOLUTIONS.html",,
"King Bedford & Beacon Insurance",,"http://www.huestis.ca","KING BEDFORD & BEACON INSURANCE.html",,
"King Bookkeeping Services","bill@kingbookkeeping.com","http://www.kingbookkeeping.com","KING BOOKKEEPING SERVICES.html",,
"King Canada Inc.","tfuller@kingcanada.com","http://www.kingcanada.com","KING CANADA INC.html",,
"King Catering","contact@kingcatering.ca","http://www.kingcatering.ca","KING CATERING.html",,"King Catering Caribbean Catering"
"King Granite and MArble","info@kinggraniteandmarble.com","http://www.kinggraniteandmarble.com","KING GRANITE AND MARBLE.html",,"King Granite and Marble"
"King Home Inspections","denise@kinginspectors.com","http://www.kinginspectors.com","KING HOME INSPECTIONS.html",,
"King Street Dental","info@kingstreetdental.ca","http://www.kingstreetdental.ca","KING STREET DENTAL.html",,
"King Street Dentistry","king.street.dentistry@gmail.com","http://www.kingstreetdentist.ca/","KING STREET DENTISTRY.html",,
"King's Court Estate Winery Ltd.","info@kingscourtestatewinery.ca","http://www.ontario-wine.com","KING'S COURT ESTATE WINERY LTD.html",,
"King-O-Matic Industries Ltd.","jainikkal@transtar1.com","http://www.kingomatic.com","KING-O-MATIC INDUSTRIES LTD.html",,
"Kingland Ford Sales Ltd","inquiry@kinglandford.com","http://www.kinglandford.com","KINGLAND FORD SALES LTD.html",,
"Kingly Translations","info@kinglytranslations.com","http://www.kinglytranslations.com","KINGLY TRANSLATIONS.html",,
"Kings County Record (A Div. of Brunswick News Inc.)","news@brunswicknews.com",,"KINGS COUNTY RECORD (A DIV OF BRUNSWICK NEWS INC).html",,
"Kings Fisher Boats","sales@kingfisherboats.com","http://www.kingfisherboats.com","KINGS FISHER BOATS.html",,"Westwinn Group Enterprises Inc"
"Kings Processing Ltd.","sales@kppl.ca","http://www.kppl.ca","KINGS PROCESSING LTD.html",,"Kings Produce Processing Ltd."
"Kings Valley Church","kvwchurch@gmail.com","http://www.kingsvalley.ca","KINGS VALLEY CHURCH.html",,
"Kingsford Consulting Ltd","info@kingsfordconsulting.ca","http://www.kingsfordconsulting.ca","KINGSFORD CONSULTING LTD.html",,
"Kingsland + Architects Inc.","info@kingslandplus.com","http://www.kingslandplus.com","KINGSLAND + ARCHITECTS INC.html",,
"KINGSPORT INDUSTRIES INC.","kingsport@hurontel.on.ca",,"KINGSPORT INDUSTRIES INC.html",,
"Kinogami Lodge","nemegoslake@hotmail.com",,"KINOGAMI LODGE.html",,
"Kintetsu World Express (Canada) Inc","info@kwe.ca","http://www.kwe.ca","KINTETSU WORLD EXPRESS (CANADA) INC.html",,
"Kinwood Multimedia","sales@kinwood.com","http://www.kinwood.com/","KINWOOD MULTIMEDIA.html",,
"Kirkpatrick's Inc.","info@kpatricks.com","http://www.kpatricks.com","KIRKPATRICK'S INC.html","KIRKPATRICK&#39;S LEATHER PRODUCTS",
"Kirkup, Mascoe Ure Surveying Ltd","info@niagarasurveyors.com",,"KIRKUP, MASCOE URE SURVEYING LTD.html",,
"KIRSTO","kstevenson@kirsto.ca","http://www.kirsto.ca","KIRSTO.html",,
"Kisco Manufacturing Corp","linda@kiscomanufacturing.com","http://www.kiscomanufacturing.com","KISCO MANUFACTURING CORP.html",,
"Kisis Technologies","info@kisistechnologies.com","http://www.kisistechnologies.com ","KISIS TECHNOLOGIES.html",,
"Kiskeya International Inc.","haroldisaac@gmail.com",,"KISKEYA INTERNATIONAL INC.html",,
"Kissel Cabbage Corporation",,"http://www.kisselcabbage.com","KISSEL CABBAGE CORPORATION.html",,
"Kitchen Gallery",,"http://kitchen-gallery.ca/","KITCHEN GALLERY.html",,
"Kitchen Land","info@kitchenland.ca","http://www.kitchenland.ca","KITCHEN LAND.html",,
"Kitchen Nation","info@kitchennation.ca","http://www.kitchennation.ca","KITCHEN NATION.html",,
"KITCHEN'S CHOICE","asaliba@kitchenschoice.com","http://www.kitchenschoice.com","KITCHEN'S CHOICE.html",,"8318948 Canada Inc."
"Kitsaki Management Limited Partnership","russell.roberts@kitsaki.com","http://www.kitsaki.com","KITSAKI MANAGEMENT LIMITED PARTNERSHIP.html",,
"Kitsaki Projects Limited Partnership","thelary@kitsaki.com","http://www.kitsaki.com","KITSAKI PROJECTS LIMITED PARTNERSHIP.html",,
"Kizuk Productions Ltd.","kizukvideo@shaw.ca",,"KIZUK PRODUCTIONS LTD.html",,
"KJ Carpet Cleaning","kostajm@gmail.com","http://certifiedcarpetcleaning.ca","KJ CARPET CLEANING.html",,
"KK Technologies Inc.","info@kktech.ca","http://www.kktech.com","KK TECHNOLOGIES INC.html",,
"KKP a Division of Kwik Kopy Printing","info@kwik-kopy.ca","http://www.moncton.kkpcanada.ca","KKP A DIVISION OF KWIK KOPY PRINTING.html","STRETCH-ACORN HOLDINGS INC.","Stretch-Acorn Holdings Inc."
"KKP Marketing  Design and Print","digital@kwikkopylondon.on.ca",,"KKP MARKETING  DESIGN AND PRINT.html",,
"Klacko Spars","klackospars@bellnet.ca","http://www.klackospars.com","KLACKO SPARS.html",,"1273247 Ontario Inc."
"Klassen Advanced Renovations Inc.",,,"KLASSEN ADVANCED RENOVATIONS INC.html",,
"Klassen Manufacturing Limited","info@klassenmanufacturing.com","http://www.klassenmanufacturing.com","KLASSEN MANUFACTURING LIMITED.html",,
"Klassen Specialty Hydraulics Inc.","cjc@klassenhydraulics.com","http://www.klassenhydraulics.com","KLASSEN SPECIALTY HYDRAULICS INC.html",,
"Klaxon Communication","info@lesfrangines.com","http://www.lesfrangines.com","KLAXON COMMUNICATION.html",,"Les Frangines Inc."
"KLB-Group Canada Inc.","contact.ca@klbgroup.com","http://www.klb-group.ca","KLB-GROUP CANADA INC.html",,
"Klean Industries Inc","sales@kleanindustries.com","http://www.kleanindustries.com","KLEAN INDUSTRIES INC.html",,
"Kleanza Consulting Ltd.","info@kleanza.com","http://www.kleanza.com","KLEANZA CONSULTING LTD.html",,
"Klemmer Lumber Limited","klemmerlumber@xplornet.com",,"KLEMMER LUMBER LIMITED.html",,
"Klenzoid Canada Inc","paul.winsor@klenzoid.com","http://www.klenzoid.com","KLENZOID CANADA INC.html",,
"Kleton Manufacturing Inc.","kleton@kleton.com","http://www.kleton.com","KLETON MANUFACTURING INC.html","Fabrication Kleton Inc.",
"KLG Molds Inc.","klgmolds@bellnet.ca","http://www.klgmolds.com","KLG MOLDS INC.html",,
"Klick Health, K2 Digital, Klick Learning Solutions, Katalyst Advantage, Sensei Labs","contact@klick.com","http://www.klick.com","KLICK HEALTH, K2 DIGITAL, KLICK LEARNING SOLUTIONS, KATALYST ADVANTAGE, SENSEI LABS.html","K2 Digital","Klick Inc."
"Klimaat","michael.roth@klimaat.ca","http://www.klimaat.ca","KLIMAAT.html",,"Klimaat Consulting & Innovation Inc"
"Klimer Platforms Inc.","info@klimer.com","http://www.klimer.com","KLIMER PLATFORMS INC.html",,
"Klingspor Inc","jim.gallino@klingspor.ca","http://www.klingspor.ca","KLINGSPOR INC.html",,
"Klinik","adrienne@klinik.ca","http://www.klinik.ca","KLINIK.html",,
"Klockner Pentaplast of Canada, Inc.","k.gerwe@kpfilms.com","http://www.kpfilms.com","KLOCKNER PENTAPLAST OF CANADA, INC.html",,
"Klondike Sterling Glove Corp","info@sterlingglove.com","http://www.sterlingglove.com/","KLONDIKE STERLING GLOVE CORP.html",,
"Kloverpoint Technologies Inc.","biz@kloverpoint.com","http://www.kloverpoint.com","KLOVERPOINT TECHNOLOGIES INC.html",,
"KLS Earthworks & Environmental","rolivier@klsearthworks.com","http://www.klsearthworks.com","KLS EARTHWORKS & ENVIRONMENTAL.html",,"KLS Earthworks Inc."
"Klumpp & Son Cabinets Ltd.","klumppandson@sasktel.net",,"KLUMPP & SON CABINETS LTD.html",,
"KLynn Business Consulting","info@klynnbusinessconsulting.com","http://www.klynnbusinessconsulting.com","KLYNN BUSINESS CONSULTING.html",,"KLynn Inc."
"KLZ Innovations Ltd.","info@klz.com","http://www.klz.com","KLZ INNOVATIONS LTD.html",,
"K.M. Thomas Company Ltd.","john.k@kmthomas.com","http://www.kmthomas.ca","KM THOMAS COMPANY LTD.html",,
"KMAN Building Services Inc.","kman-group@shaw.ca",,"KMAN BUILDING SERVICES INC.html",,
"KML Kamstech Management Limited","dfrail@montrealconsulting.com",,"KML KAMSTECH MANAGEMENT LIMITED.html",,
"KMS Marine Services Ltd.","kms@ns.aliantzinc.ca",,"KMS MARINE SERVICES LTD.html",,
"Knapman & Associates","scott@knapman.ca","http://www.knapman.ca","KNAPMAN & ASSOCIATES.html",,
"Knapp Fasteners Inc","info@knappfast.com","http://www.knappfast.com","KNAPP FASTENERS INC.html",,
"KNEKTUS","larry.diamond@knektus.com","http://www.KNEKTUS.com","KNEKTUS.html",,"KNEKTUS International LLC"
"Knight Archer Insurance Brokers","insurance@knightarcher.com",,"KNIGHT ARCHER INSURANCE BROKERS.html",,
"Knight Steel Detailing Service","tknight999@shaw.ca",,"KNIGHT STEEL DETAILING SERVICE.html",,
"Knights' of Meaford Inc.","info@knightsofmeaford.com","http://www.knightsofmeaford.com","KNIGHTS' OF MEAFORD INC.html",,
"Knightsbridge Human Capital Solutions","cneagos@knightsbridge.com","http://www.knightsbridge.com","KNIGHTSBRIDGE HUMAN CAPITAL SOLUTIONS.html","MICA Centre for Leadership",
"KNM Aviation Services","mdefays@knmaviation.com","http://www.knmaviation.com","KNM AVIATION SERVICES.html",,"KNM Airport Services Corp."
"Knock on Wood Furniture","sales@knockonwoodcanada.com","http://www.knockonwoodcanada.com","KNOCK ON WOOD FURNITURE.html",,
"Knotty Linda, Leathercrafter","knottylinda@gmail.com","http://www.knottylinda.com","KNOTTY LINDA, LEATHERCRAFTER.html",,
"Know How Education & Career Services","info@knowhoweducation.com","http://www.knowhoweducation.com","KNOW HOW EDUCATION & CAREER SERVICES.html",,
"Knowledge Circle","info@knowledgecircle.ca","http://www.knowledgecircle.ca","KNOWLEDGE CIRCLE.html",,"Knowledge Circle Learning Services Inc."
"Knowledge Computers Ltd","sales@knowledgecomputers.net","http://www.knowledgecomputers.net","KNOWLEDGE COMPUTERS LTD.html",,
"Knowledge First Financial Inc.","contact@kff.ca","http://knowledgefirstfinancial.ca/public/csp/2/default.aspx","KNOWLEDGE FIRST FINANCIAL INC.html",,
"Knowles Consultancy Services Inc.","canada@jrknowles.com","http://www.jrknowles.com/","KNOWLES CONSULTANCY SERVICES INC.html",,
"KnowQuest Inc.",,"http://www.knowquest.net","KNOWQUEST INC.html",,
"Knowself Services","knowselfservices@gmail.com","http://www.knowselfservices.com","KNOWSELF SERVICES.html",,
"KNR Consulting","info@knrconsultingcanada.com","http://knrconsultingcanada.com","KNR CONSULTING.html",,
"Knudsen Concrete Ltd.",,,"KNUDSEN CONCRETE LTD.html",,
"Kobal Sales & Marketing Ltd.","richard.kobal@ksmtoys.com","http://www.ksmtoys.com","KOBAL SALES & MARKETING LTD.html",,
"Kobelt Manufacturing Co. Ltd.","sales@kobelt.com","http://www.kobelt.com","KOBELT MANUFACTURING CO LTD.html",,
"KOBI International Company","kawal@kobi.ca","http://www.kobi.ca","KOBI INTERNATIONAL COMPANY.html",,"KOBI Group, Inc."
"Kobi's Cabinets Ltd.",,,"KOBI'S CABINETS LTD.html",,
"Koch Heat Transfer Canada L.P.","info@kochheattransfer.com","http://www.kochheattransfer.com/contact-us","KOCH HEAT TRANSFER CANADA LP.html","Koch Engineering",
"Koch Innovations Inc.","ffrench@surewipe.com","http://www.surewipe.com","KOCH INNOVATIONS INC.html","SURE WIPE",
"Kocher's Diving Locker Ltd.","vancouver@divinglocker.ca","http://www.divinglocker.ca","KOCHER'S DIVING LOCKER LTD.html","The Diving Locker",
"KOCKEN Energy System","info@kockenenergia.com","http://www.kockenenergia.com/","KOCKEN ENERGY SYSTEM.html",,
"Kodiak Group Holdings Company","info@kodiakboots.com","http://www.kodiakboots.com","KODIAK GROUP HOLDINGS COMPANY.html",,
"Koffman Kalef LLP","info@kkbl.com","http://www.kkbl.com","KOFFMAN KALEF LLP.html",,
"Kohltech International","service@kohltech.com","http://www.kohltech.com","KOHLTECH INTERNATIONAL.html",,
"Kojex International Inc.","info@kojex.com","http://www.kojex.com","KOJEX INTERNATIONAL INC.html",,
"Kolpro Systems Inc.","admin@kolpro.com",,"KOLPRO SYSTEMS INC.html",,
"Komatik Real Estate Corporation","info@komatikrealestate.com","http://www.komatikrealestate.com/","KOMATIK REAL ESTATE CORPORATION.html",,
"Komutel Inc.","info@komutel.com","http://www.komutel.com","KOMUTEL INC.html",,
"Koncept","hello@koncept.ca","http://www.koncept.ca","KONCEPT.html",,"Koncept Projects Corporation"
"Konecranes & Service",,"http://en.konecranes.ca/","KONECRANES & SERVICE.html",,"Konecranes Canada Inc."
"Konecranes Canada",,"http://www.konecranes.com","KONECRANES CANADA.html",,
"Konexa Consulting Inc.","m.husain@konexa.ca","http://www.konexa.ca","KONEXA CONSULTING INC.html",,
"Konextz Career Services","tory.khalil@konextz.com",,"KONEXTZ CAREER SERVICES.html",,"Brock Resume Services Ltd."
"Kongsberg Automotive","diane.allain@ka-group.com","http://www.kongsbergautomotive.com","KONGSBERG AUTOMOTIVE.html",,"Kongsberg Inc."
"Konica Minolta (Canada) Ltd.","joseph.wery@bt.konicaminolta.ca","http://konicaminolta.ca","KONICA MINOLTA (CANADA) LTD.html",,
"Konstant","sales@konstant.com","http://www.konstant.com","KONSTANT.html",,"Econo-Rack Group Inc"
"Kooi Trucking Inc.",,"http://Kooitrucking.com","KOOI TRUCKING INC.html",,
"Kool-Freez Refrigeration Ltd.","erneste@nf.sympatico.ca",,"KOOL-FREEZ REFRIGERATION LTD.html",,
"Kootenay Knitting Company Ltd","info@kootenayknitting.com","http://www.kootenayknitting.com","KOOTENAY KNITTING COMPANY LTD.html",,
"Kootenay Kwik Print Ltd.","office@kootenaykwikprint.com",,"KOOTENAY KWIK PRINT LTD.html",,
"Korax Inc.","info@korax.net","http://www.korax.net/","KORAX INC.html",,
"Kore-Energy Chiropractic",,"http://www.koreenergy.ca","KORE-ENERGY CHIROPRACTIC.html",,
"Korea Times Daily","public@koreatimes.net",,"KOREA TIMES DAILY.html",,"Hankook Ilbo Ltd."
"Koroc Resourcing Inc","info@korocresourcing.com",,"KOROC RESOURCING INC.html",,
"Kortner and Associates Inc.","kortner@sympatico.ca",,"KORTNER AND ASSOCIATES INC.html","Pinnacle - Kortner Enterprises",
"Kosmic Art Productions/ Rainbow Factory 3000","rainbowfactory3000@yahoo.ca","http://www.rainbowfactory3000.com","KOSMIC ART PRODUCTIONS- RAINBOW FACTORY 3000.html",,"Kosmic Art Productions"
"Kotem Technologies Inc.","kostadin@kotem.com","http://www.kotem.com","KOTEM TECHNOLOGIES INC.html",,
"Kovac Industries Inc.","jkovac@kovactouche.com",,"KOVAC INDUSTRIES INC.html",,
"KPC Kitchen Cabinets",,"http://kpccabinetry.com/","KPC KITCHEN CABINETS.html",,"Premier Contracting"
"KPMB Architects","kpmb@kpmbarchitects.com","http://www.kpmb.com","KPMB ARCHITECTS.html","KPMB Architects",
"Kraemer Tool & Mfg. Co. Inc","info@kraemertool.com","http://www.kraemertool.com","KRAEMER TOOL & MFG CO INC.html",,
"Kraft Fuels","info@kraftfuels.com","http://www.kraftfuels.com","KRAFT FUELS.html",,"Kraft Fuels / Alternate Fuels Technology Inc."
"Kraftwerk Consulting Inc.","netminder@bellnet.ca",,"KRAFTWERK CONSULTING INC.html",,
"KRAMER INC. Detention Equipment","info@kramerinc.ca","http://www.kramerinc.ca","KRAMER INC DETENTION EQUIPMENT.html",,"KRAMER INC."
"Kraus & Naimer Ltd","salescan@krausnaimer.com","http://www.krausnaimer.com","KRAUS & NAIMER LTD.html",,
"KRB Management","info@krbmanagement.com","http://www.krbmanagement.com","KRB MANAGEMENT.html",,
"Kreativecom Inc.","mdimitroff1@cogeco.ca",,"KREATIVECOM INC.html",,
"Kren Plastics","sales@krenplastics.com","http://www.krenplastics.com","KREN PLASTICS.html",,"Kren Fabricators Ltd."
"Kresimir Jewellers Inc.","kresimir@bellnet.ca","http://www.kresimirinc.ca","KRESIMIR JEWELLERS INC.html",,
"KriDan Sales & Consulting Inc","caucci@videotron.ca",,"KRIDAN SALES & CONSULTING INC.html",,
"KRINETCO SYSTEMS INC",,,"KRINETCO SYSTEMS INC.html",,
"Kristy Reimer Photography","info@kristyreimerphotography.com","http://www.kristyreimerphotography.com","KRISTY REIMER PHOTOGRAPHY.html",,
"KRJ Custom Fabricating Ltd.","krj.f@sasktel.net",,"KRJ CUSTOM FABRICATING LTD.html",,
"Kromar Printing Ltd.","kromar@kromar.com","http://www.kromar.com","KROMAR PRINTING LTD.html",,
"Kronos Canadian Systems Inc.","qmreception@kronos.com","http://www.kronos.ca","KRONOS CANADIAN SYSTEMS INC.html",,
"Krown Corporation","info@krown.com","http://www.krown.com","KROWN CORPORATION.html",,
"KRS Multimedia Solutions Inc.","okane@krsgroup.ca","http://www.krsgroup.ca","KRS MULTIMEDIA SOLUTIONS INC.html",,
"KRT","info@krtinc.ca","http://www.krtinc.ca","KRT.html","KRT","Keith R. Thompson Inc."
"Kruger Products","communications@kruger.com","http://www.krugerproducts.ca","KRUGER PRODUCTS.html",,"Kruger Products L.P."
"Kruger Recycling","recyclage@kruger.com","http://recycling.kruger.com/","KRUGER RECYCLING.html",,"Kruger Inc. (Recycling Division)"
"Kryptic Mobile Inc.","sales@krypticmobile.net","http://www.krypticmobile.net","KRYPTIC MOBILE INC.html",,
"Krystals Child","krystalschild@krystals.net","http://www.krystals.net","KRYSTALS CHILD.html",,"Krystals"
"KSB Pumps Inc.","ksbcanada@ksbcanada.com","http://www.ksb.ca","KSB PUMPS INC.html",,
"KTBB Consulting Inc","ktbbconsulting@gmail.com","http://www.ktbbconsulting.com","KTBB CONSULTING INC.html",,
"KÜBE Communication Design Inc","info@ku-be.com","http://www.ku-be.com","KUBE COMMUNICATION DESIGN INC.html",,
"Kubera Payments Corporation","info@kubera.cc","http://www.kubera.cc","KUBERA PAYMENTS CORPORATION.html",,
"Kubota Canada Ltd.",,"http://www.kubota.ca","KUBOTA CANADA LTD.html",,
"Kubota Materials Corporation Fahramet Div.","sales@kubotamaterials.com",,"KUBOTA MATERIALS CORPORATION FAHRAMET DIV.html",,
"Kubra","rwatkin@kubra.com","http://www.kubra.com","KUBRA.html",,
"Kucher Services Corporation","services@kuchercorp.ca","http://www.kuchercorp.ca","KUCHER SERVICES CORPORATION.html",,
"Kuehne + Nagel Ltd.","info.toronto@kuehne-nagel.com",,"KUEHNE + NAGEL LTD.html",,
"Kuehne and Nagel Perishable Logistics","vancouver.perishables@kuehne-nagel.com","http://www.kn-portal.com","KUEHNE AND NAGEL PERISHABLE LOGISTICS.html",,
"KUHNEZUG Hoists and Cranes Inc.","info@kuhnezug.ca","http://www.kuhnezug.ca","KUHNEZUG HOISTS AND CRANES INC.html",,
"Kullberg's Furniture Ltd","kullbergs@wcgwave.ca","http://www.kullbergs.ca","KULLBERG'S FURNITURE LTD.html",,
"Kumaran Systems Inc.","info@kumaran.com","http://www.kumaran.com","KUMARAN SYSTEMS INC.html",,
"Kung Fu West Island","info@kungfuwestisland.com","http://www.kungfuwestisland.com/en/home","KUNG FU WEST ISLAND.html",,
"Kuntz Electroplating Inc. (KEI)","mike.kuntz@kuntz.com","http://www.Kuntz.com","KUNTZ ELECTROPLATING INC (KEI).html",,"Kuntz Electroplating Inc."
"Kuny's Leather Manufacturing Co. Ltd.","productinquiries@kunyonline.com","http://www.kunysleather.com","KUNY'S LEATHER MANUFACTURING CO LTD.html",,
"Kuri Tec Corp.","sales@kuritec.com","http://www.kuritec.com","KURI TEC CORP.html",,
"Kuriyama Canada Inc.","kciwalt@kuritec.com","http://www.kuritec.com","KURIYAMA CANADA INC.html",,
"Kurt J. Lesker Canada Inc.","Salescan@lesker.com","http://www.lesker.com","KURT J LESKER CANADA INC.html",,
"KVB Kunlun Canada Inc.","cainfo@kvbkunlun.com","http://www.kvbkunlun.com/en/","KVB KUNLUN CANADA INC.html",,
"KW Drywall Taping","jimthetaper@gmail.com","http://www.kwdrywalltaping.com","KW DRYWALL TAPING.html",,
"Kwakiutl Nation Development Corporation","louise.kellow@kwakiutl.bc.ca","http://www.kwakiutl.bc.ca","KWAKIUTL NATION DEVELOPMENT CORPORATION.html",,
"Kwickway Products Corp","Admin@kwickwayproducts.com","http://www.kwickwayproducts.com","KWICKWAY PRODUCTS CORP.html",,
"Kwik Kloset","tom.turnbull@kwikkloset.com","http://www.kwikkloset.com","KWIK KLOSET.html",,"Kwik Kloset Franchising Inc."
"Kwik Kopies Ltd.","kwikkopies@hotmail.com",,"KWIK KOPIES LTD.html",,
"Kwik Kopy Printing","kwikkopy@ns.sympatico.ca","http://dartmouth.kwikkopy.ca","KWIK KOPY PRINTING.html",,
"Kwiksnax Ltd.","nelsonwstewart@hotmail.com",,"KWIKSNAX LTD.html",,
"Kyle Houston - State Farm Insurance Agent","edmontoninsurancejob@gmail.com","https://www.insureedmonton.com","KYLE HOUSTON - STATE FARM INSURANCE AGENT.html",,
"Kyle Welding & Machine Shop Ltd","kylewelding@sasktel.net","http://www.kylewelding.com","KYLE WELDING & MACHINE SHOP LTD.html",,
"Kyle's Transmission Service Ltd.","kylestransmission@nb.aibn.com",,"KYLE'S TRANSMISSION SERVICE LTD.html",,
"Kyllo Planning & Development Ltd.","kyllopd@gmail.com",,"KYLLO PLANNING & DEVELOPMENT LTD.html",,
"Kyneta Group Inc.","kyneta@rogers.com",,"KYNETA GROUP INC.html",,
"Kynk Naturals","contact@kynk.ca","http://www.kynk.ca","KYNK NATURALS.html",,
"L & B Electric Ltd.",,"http://www.landbelectric.com","L & B ELECTRIC LTD.html",,
"L & H Smith Fruit Co. Limited","Lynne@smithfruit.com",,"L & H SMITH FRUIT CO LIMITED.html",,
"L & M Highland","grant@landmhighland.com","http://www.landmhighland.ca","L & M HIGHLAND.html",,"L & M Highland Outfitters Ltd."
"L & W Trades","lwtrades@hotmail.ca",,"L & W TRADES.html",,
"L A Marine Ltd.","info@lamarine.ca","http://www.lamarine.ca","L A MARINE LTD.html",,
"L B Welding Inc.","lbwelding@sasktel.net",,"L B WELDING INC.html",,
"L. Chabot Enterprises Ltd.","info@chabotenterprises.ca","http://www.chabotenterprises.ca","L CHABOT ENTERPRISES LTD.html",,
"L. Cormode & Associates Research Services","cormoderesearch@gmail.com",,"L CORMODE & ASSOCIATES RESEARCH SERVICES.html",,
"L. Himmelman Elastomers Ltd.","sales@himmelmanelastomers.ns.ca","http://www.himmelmanelastomers.ns.ca","L HIMMELMAN ELASTOMERS LTD.html",,
"L Hunt Training & Management Consulting Inc.","linda.hunt2012@gmail.com",,"L HUNT TRAINING & MANAGEMENT CONSULTING INC.html",,
"L. J.'S Septic Services & Contracting Ltd.","ljcontracting@hotmail.com",,"L J'S SEPTIC SERVICES & CONTRACTING LTD.html",,"L. J'S Septic Services & Contracting Ltd."
"L K Specialties Inc.","philtick@bellnet.ca",,"L K SPECIALTIES INC.html","L.K. Specialties Inc.",
"L. Martin (1984) inc.","info@fenetresmartin.com","http://www.fenetresmartin.com","L MARTIN (1984) INC.html",,
"L R B Fabricators Ltd.","lrbfabricators@ns.aliantzinc.ca","http://www.lrbfabricators.ca","L R B FABRICATORS LTD.html",,
